order_id,customer_id,order_date,order_status,total_amount
1274,282,2026-01-17,cancelled,199.84
1275,807,2026-06-11,completed,469.99
1276,39,2026-05-16,cancelled,379.7
1277,129,2025-10-09,cancelled,200.04
1278,905,2026-06-22,returned,165.54
1279,607,2025-07-06,completed,377.41
1280,286,2025-10-03,cancelled,457.62
1281,928,2025-12-12,returned,416.14
1282,68,2025-10-12,completed,374.11
1283,629,2026-06-21,completed,175.62
1284,420,2025-09-08,completed,392.09
1285,96,2025-12-24,cancelled,129.44
1286,922,2025-10-04,completed,267.15
1287,900,2025-07-12,cancelled,409.55
1288,790,2025-08-05,cancelled,257.78
1289,668,2026-05-19,returned,485.67
1290,655,2025-12-17,completed,433.57
1291,195,2025-11-20,cancelled,300.7
1292,605,2026-03-08,completed,106.5
1293,523,2026-04-20,returned,50.25
1294,428,2026-01-13,completed,211.61
1295,520,2026-02-07,returned,138.19
1296,320,2026-06-10,completed,69.1
1297,905,2026-04-13,returned,380.62
1298,9,2025-09-11,returned,86.74
1299,724,2026-05-03,cancelled,265.76
1300,801,2026-05-01,returned,184.39
1301,17,2025-12-20,returned,203.99
1302,346,2025-07-25,returned,41.17
1303,700,2026-06-15,returned,318.06
1304,595,2025-07-16,returned,365.48
1305,256,2026-05-30,completed,170.08
1306,168,2026-03-08,cancelled,415.92
1307,93,2026-06-08,returned,125.0
1308,472,2025-11-06,returned,473.9
1309,148,2026-06-02,completed,424.05
1310,521,2025-12-26,completed,472.19
1311,655,2025-10-10,returned,47.96
1312,757,2025-08-21,returned,311.43
1313,226,2025-09-02,cancelled,367.33
1314,403,2025-10-07,returned,494.99
1315,142,2025-10-02,cancelled,352.95
1316,436,2026-04-01,returned,25.2
1317,335,2026-06-02,returned,69.83
1318,628,2025-12-14,cancelled,32.41
1319,53,2025-12-01,returned,442.47
1320,650,2025-12-07,returned,247.85
1321,202,2025-06-28,cancelled,349.33
1322,651,2026-03-23,cancelled,358.67
1323,866,2026-05-06,cancelled,206.07
1324,782,2025-12-16,cancelled,318.53
1325,403,2026-05-01,completed,14.24
1326,558,2025-10-30,returned,94.29
1327,264,2026-01-11,returned,393.08
1328,179,2025-10-09,completed,222.55
1329,198,2026-01-14,completed,145.92
1330,55,2025-08-01,cancelled,218.54
1331,494,2025-07-24,returned,27.82
1332,583,2026-01-14,cancelled,421.93
1333,838,2025-08-17,returned,162.14
1334,930,2026-03-28,returned,393.97
1335,966,2026-01-21,returned,159.35
1336,142,2025-08-14,cancelled,100.12
1337,26,2025-09-03,completed,187.38
1338,648,2026-05-12,completed,387.99
1339,413,2026-01-08,cancelled,29.62
1340,286,2025-08-30,returned,412.29
1341,362,2026-04-07,completed,24.36
1342,54,2025-07-15,cancelled,355.32
1343,219,2025-08-21,returned,359.59
1344,489,2026-04-12,completed,208.89
1345,11,2026-06-06,cancelled,99.48
1346,744,2025-11-24,returned,141.14
1347,788,2026-04-26,returned,270.4
1348,907,2026-06-03,returned,288.69
1349,735,2026-01-30,cancelled,372.27
1350,708,2025-09-03,cancelled,313.16
1351,425,2025-08-12,returned,443.41
1352,784,2026-04-28,completed,326.0
1353,848,2026-02-04,returned,385.31
1354,430,2025-08-11,completed,375.49
1355,597,2026-06-22,completed,347.85
1356,137,2026-05-10,cancelled,173.52
1357,26,2025-09-24,returned,306.99
1358,929,2026-05-06,returned,186.27
1359,816,2026-04-16,cancelled,70.76
1360,515,2025-08-02,returned,188.51
1361,565,2026-04-25,returned,172.73
1362,829,2025-11-01,completed,15.73
1363,852,2025-08-13,returned,277.86
1364,575,2026-02-13,returned,213.31
1365,119,2025-12-09,returned,73.61
1366,80,2025-10-22,cancelled,103.24
1367,150,2026-04-19,returned,43.47
1368,787,2026-01-31,completed,133.14
1369,327,2025-12-23,cancelled,354.85
1370,128,2025-08-24,returned,486.99
1371,567,2026-05-12,completed,33.27
1372,832,2025-07-07,returned,214.81
1373,258,2026-06-03,cancelled,294.15
1374,362,2026-05-07,returned,175.71
1375,445,2026-05-05,cancelled,480.0
1376,941,2025-11-28,returned,264.35
1377,14,2025-10-01,cancelled,350.19
1378,881,2025-07-11,returned,160.13
1379,689,2025-12-14,completed,258.08
1380,578,2026-06-08,cancelled,301.69
1381,572,2025-10-25,returned,240.19
1382,829,2026-01-03,cancelled,107.26
1383,164,2026-06-15,returned,25.75
1384,843,2025-11-10,returned,498.99
1385,832,2026-03-05,returned,483.78
1386,1,2026-05-02,completed,265.35
1387,334,2026-02-08,completed,57.67
1388,73,2025-12-27,completed,333.43
1389,246,2026-01-28,completed,135.48
1390,558,2026-01-29,returned,365.74
1391,751,2025-09-30,cancelled,72.74
1392,54,2026-06-15,completed,104.95
1393,439,2025-11-16,completed,266.5
1394,627,2025-08-06,cancelled,298.03
1395,487,2026-03-10,cancelled,87.1
1396,677,2025-09-28,cancelled,406.62
1397,571,2025-12-30,cancelled,211.61
1398,53,2025-08-14,returned,70.1
1399,347,2026-02-28,completed,496.6
1400,170,2025-07-13,cancelled,471.39
1401,76,2026-03-13,returned,76.75
1402,624,2025-09-18,returned,419.94
1403,336,2025-07-19,completed,473.84
1404,208,2025-11-24,returned,391.26
1405,92,2026-06-23,completed,353.8
1406,983,2026-01-20,cancelled,488.51
1407,81,2025-09-16,cancelled,204.92
1408,681,2025-07-02,returned,423.37
1409,342,2025-07-28,cancelled,174.57
1410,874,2026-06-15,returned,350.34
1411,194,2025-10-16,completed,51.84
1412,704,2026-05-12,returned,194.2
1413,636,2025-10-04,cancelled,207.37
1414,943,2025-12-22,completed,483.9
1415,138,2025-09-02,completed,42.55
1416,523,2026-04-02,completed,28.45
1417,95,2026-02-13,completed,264.77
1418,202,2025-08-12,returned,326.93
1419,658,2025-08-16,returned,392.9
1420,728,2026-02-13,cancelled,462.1
1421,712,2025-10-26,returned,364.96
1422,304,2026-01-24,cancelled,128.64
1423,818,2026-04-01,completed,414.04
1424,452,2025-08-01,returned,426.84
1425,480,2025-07-01,completed,425.09
1426,839,2026-02-21,cancelled,35.16
1427,484,2025-07-08,completed,458.46
1428,491,2026-03-20,cancelled,237.16
1429,786,2025-12-10,returned,222.2
1430,394,2026-03-08,returned,207.09
1431,977,2026-04-17,returned,489.26
1432,389,2025-12-18,returned,215.3
1433,165,2025-09-30,returned,194.13
1434,774,2025-09-27,cancelled,54.71
1435,359,2025-10-27,returned,436.64
1436,644,2025-08-06,completed,235.12
1437,85,2026-01-09,cancelled,418.06
1438,823,2026-03-23,completed,286.38
1439,423,2026-06-27,cancelled,356.19
1440,641,2025-10-07,cancelled,476.74
1441,353,2025-09-01,completed,73.78
1442,376,2026-03-14,cancelled,250.56
1443,303,2026-05-14,returned,388.79
1444,280,2025-08-19,returned,341.97
1445,906,2025-09-13,cancelled,443.81
1446,543,2025-07-06,cancelled,456.47
1447,293,2026-05-10,returned,57.66
1448,766,2026-03-16,cancelled,256.84
1449,591,2025-12-19,cancelled,202.45
1450,272,2025-10-21,returned,334.39
1451,254,2025-12-28,returned,134.98
1452,673,2026-03-11,completed,110.7
1453,458,2025-10-20,completed,57.99
1454,445,2025-10-01,returned,115.85
1455,183,2026-03-03,returned,416.28
1456,598,2025-07-08,returned,327.16
1457,485,2026-05-31,returned,294.16
1458,155,2026-01-07,returned,425.47
1459,893,2025-12-12,completed,360.62
1460,438,2026-05-31,cancelled,212.53
1461,713,2025-10-09,returned,72.65
1462,346,2026-01-17,cancelled,184.45
1463,48,2025-09-25,completed,434.9
1464,101,2025-08-01,returned,493.36
1465,406,2025-11-14,completed,422.58
1466,344,2025-07-13,cancelled,354.82
1467,972,2026-05-06,returned,47.87
1468,45,2025-09-12,cancelled,350.74
1469,973,2026-02-19,completed,206.02
1470,32,2025-10-31,completed,287.03
1471,362,2025-07-31,cancelled,107.51
1472,831,2026-05-05,returned,157.51
1473,105,2026-05-18,cancelled,61.42
1474,563,2025-12-18,completed,409.89
1475,865,2025-09-14,completed,370.66
1476,188,2025-10-15,completed,461.79
1477,102,2025-10-12,cancelled,27.55
1478,771,2026-05-25,cancelled,351.33
1479,134,2026-03-18,cancelled,139.83
1480,873,2026-06-25,completed,460.92
1481,676,2025-11-24,cancelled,29.37
1482,418,2026-04-21,completed,482.08
1483,169,2025-10-27,returned,27.71
1484,338,2025-10-02,returned,151.69
1485,398,2025-09-06,returned,315.75
1486,271,2025-09-07,returned,201.94
1487,926,2026-04-01,completed,356.04
1488,839,2026-04-18,cancelled,147.9
1489,897,2025-10-16,completed,454.44
1490,493,2026-06-26,completed,72.18
1491,833,2026-06-19,returned,329.07
1492,849,2026-02-25,returned,401.13
1493,812,2025-09-02,returned,433.92
1494,989,2026-04-11,completed,450.34
1495,660,2025-10-12,cancelled,484.98
1496,297,2026-03-05,returned,298.32
1497,421,2026-01-05,returned,384.34
1498,968,2025-07-14,cancelled,87.28
1499,33,2026-06-13,completed,238.8
1500,362,2026-04-22,cancelled,318.82
1501,169,2026-01-09,returned,369.98
1502,906,2025-10-26,completed,33.33
1503,467,2025-08-02,cancelled,154.29
1504,827,2025-10-24,returned,284.97
1505,898,2026-04-08,returned,325.38
1506,852,2025-11-15,completed,32.5
1507,620,2026-01-09,returned,290.02
1508,443,2025-09-11,completed,95.0
1509,606,2026-03-04,cancelled,444.74
1510,736,2025-11-10,completed,290.71
1511,94,2025-10-10,cancelled,268.51
1512,118,2025-12-17,completed,329.59
1513,812,2026-05-12,completed,85.42
1514,205,2025-10-18,cancelled,432.78
1515,805,2026-06-28,returned,267.41
1516,807,2025-08-21,completed,270.98
1517,206,2026-01-10,completed,296.16
1518,929,2025-10-08,completed,158.28
1519,631,2026-05-16,returned,341.63
1520,163,2025-09-06,completed,472.98
1521,898,2026-06-28,cancelled,452.87
1522,526,2025-08-01,returned,21.02
1523,952,2026-01-21,returned,271.02
1524,87,2026-06-18,completed,254.94
1525,251,2026-03-26,cancelled,305.45
1526,800,2026-06-09,completed,341.1
1527,2,2025-10-19,completed,113.87
1528,804,2026-04-24,completed,352.23
1529,980,2026-06-11,returned,141.02
1530,797,2026-04-30,completed,244.54
1531,750,2025-07-23,cancelled,171.18
1532,97,2026-01-23,cancelled,441.97
1533,103,2025-10-28,completed,262.66
1534,67,2026-01-16,returned,310.32
1535,147,2025-12-25,returned,104.1
1536,646,2025-10-30,cancelled,15.18
1537,301,2026-01-02,cancelled,114.17
1538,661,2026-06-04,returned,135.11
1539,26,2025-11-22,cancelled,190.15
1540,888,2026-02-17,completed,148.18
1541,963,2025-10-31,cancelled,362.51
1542,563,2026-02-19,returned,190.65
1543,173,2026-02-17,cancelled,259.87
1544,279,2026-04-21,cancelled,411.3
1545,693,2025-07-26,cancelled,397.09
1546,176,2025-07-18,cancelled,207.14
1547,849,2025-12-08,returned,224.05
1548,781,2026-04-17,cancelled,109.38
1549,620,2025-07-27,returned,426.92
1550,997,2026-06-18,completed,153.77
1551,908,2026-02-25,completed,468.19
1552,829,2025-09-21,returned,357.17
1553,305,2025-11-30,cancelled,52.19
1554,137,2026-04-15,returned,88.92
1555,233,2025-11-19,returned,87.26
1556,309,2025-10-14,completed,144.04
1557,341,2025-09-15,cancelled,11.81
1558,438,2026-04-22,returned,144.26
1559,152,2026-05-17,returned,473.21
1560,35,2026-05-11,returned,382.21
1561,498,2025-09-24,cancelled,307.74
1562,958,2026-01-04,returned,279.05
1563,258,2026-02-03,cancelled,328.82
1564,237,2026-03-23,returned,333.82
1565,332,2025-09-30,completed,266.06
1566,305,2026-06-07,cancelled,202.77
1567,243,2025-09-13,cancelled,451.33
1568,320,2026-02-14,completed,326.1
1569,546,2026-03-14,cancelled,284.66
1570,989,2025-11-16,completed,46.81
1571,527,2025-12-24,completed,152.48
1572,488,2025-10-12,cancelled,364.97
1573,210,2025-12-10,completed,109.34
1574,377,2025-10-03,returned,363.3
1575,646,2026-03-12,returned,277.29
1576,546,2026-01-15,returned,156.67
1577,131,2025-12-20,returned,480.92
1578,998,2025-09-25,completed,105.9
1579,641,2026-03-01,returned,347.25
1580,591,2026-06-25,cancelled,399.27
1581,406,2026-02-21,returned,209.0
1582,245,2026-04-23,completed,173.25
1583,777,2026-01-18,completed,417.63
1584,830,2026-03-30,completed,407.67
1585,409,2026-05-23,returned,306.42
1586,763,2026-02-02,cancelled,315.42
1587,636,2025-12-07,cancelled,74.1
1588,536,2025-10-29,cancelled,247.57
1589,786,2026-03-23,completed,453.6
1590,863,2025-12-16,returned,368.21
1591,94,2025-12-17,cancelled,386.7
1592,693,2025-10-02,cancelled,208.37
1593,474,2026-06-15,returned,387.74
1594,441,2026-06-28,returned,224.37
1595,837,2026-05-27,completed,225.61
1596,886,2026-06-06,cancelled,471.33
1597,907,2025-08-13,returned,483.97
1598,597,2026-04-12,completed,142.36
1599,27,2025-07-06,completed,66.04
1600,99,2026-01-24,cancelled,140.98
1601,332,2025-09-29,cancelled,440.58
1602,481,2026-02-05,cancelled,428.72
1603,727,2025-11-18,completed,42.97
1604,876,2026-04-09,completed,33.61
1605,872,2025-08-16,completed,112.72
1606,991,2025-09-27,returned,71.3
1607,749,2026-01-07,completed,150.38
1608,292,2025-10-07,returned,163.03
1609,15,2026-06-15,returned,436.74
1610,737,2025-09-04,completed,419.12
1611,961,2026-04-11,returned,379.7
1612,498,2025-11-04,returned,225.64
1613,749,2026-02-08,cancelled,344.25
1614,223,2026-02-12,completed,396.82
1615,248,2026-01-31,completed,292.42
1616,46,2025-08-08,returned,18.59
1617,224,2026-02-04,returned,20.78
1618,307,2025-11-07,cancelled,392.67
1619,418,2025-12-29,completed,482.68
1620,71,2025-11-07,returned,175.51
1621,248,2025-08-28,returned,328.48
1622,817,2025-10-14,cancelled,163.97
1623,552,2025-10-01,returned,57.64
1624,290,2025-10-28,completed,400.09
1625,110,2025-11-06,completed,100.15
1626,807,2025-08-13,returned,363.02
1627,991,2026-04-22,completed,69.21
1628,775,2026-03-30,returned,90.09
1629,777,2025-07-01,completed,475.18
1630,839,2025-12-02,cancelled,477.03
1631,233,2025-07-03,returned,229.42
1632,976,2025-08-27,completed,28.02
1633,312,2026-03-09,completed,315.41
1634,166,2025-11-20,completed,399.7
1635,20,2025-07-08,completed,376.4
1636,137,2025-10-05,cancelled,130.96
1637,282,2025-12-24,completed,119.88
1638,710,2025-10-11,completed,209.28
1639,235,2025-11-01,completed,199.84
1640,13,2026-05-09,completed,280.23
1641,368,2025-10-14,completed,470.97
1642,350,2025-08-25,completed,374.02
1643,735,2025-10-11,returned,340.12
1644,22,2025-10-30,completed,316.11
1645,467,2025-12-18,cancelled,47.63
1646,399,2025-10-22,completed,131.3
1647,709,2025-12-24,returned,94.75
1648,419,2026-03-04,cancelled,483.56
1649,835,2026-03-10,completed,201.55
1650,645,2026-06-18,completed,397.45
1651,245,2026-03-22,cancelled,325.14
1652,97,2026-04-02,completed,92.29
1653,706,2026-01-28,returned,117.34
1654,727,2025-07-15,cancelled,23.48
1655,745,2025-08-17,cancelled,284.05
1656,600,2025-09-28,completed,163.86
1657,101,2026-04-01,returned,122.28
1658,12,2026-04-03,returned,65.57
1659,398,2026-03-06,completed,278.17
1660,649,2025-09-05,cancelled,286.4
1661,551,2026-05-26,completed,354.65
1662,792,2025-09-24,cancelled,51.92
1663,989,2026-01-01,returned,359.9
1664,41,2026-06-04,returned,15.08
1665,427,2025-10-03,returned,184.69
1666,437,2025-10-04,cancelled,393.59
1667,32,2025-11-26,returned,280.47
1668,986,2026-05-14,completed,221.58
1669,553,2026-02-14,returned,118.96
1670,282,2025-07-02,cancelled,233.9
1671,334,2025-12-05,cancelled,59.41
1672,871,2026-03-10,returned,434.94
1673,45,2026-02-05,completed,251.46
1674,27,2025-11-16,completed,236.0
1675,631,2025-08-23,returned,241.42
1676,676,2026-04-07,returned,437.17
1677,46,2025-09-27,returned,176.51
1678,545,2025-12-04,returned,213.36
1679,13,2025-11-17,returned,188.6
1680,152,2026-04-16,cancelled,313.35
1681,895,2026-01-12,returned,73.22
1682,495,2025-09-26,returned,428.46
1683,111,2026-04-06,completed,88.63
1684,930,2025-08-07,cancelled,282.54
1685,836,2026-01-04,returned,335.21
1686,645,2026-05-28,returned,228.0
1687,351,2025-11-14,completed,482.28
1688,292,2026-01-03,completed,337.65
1689,916,2026-02-28,completed,454.3
1690,274,2026-02-12,cancelled,332.58
1691,741,2025-09-06,completed,55.28
1692,449,2026-02-13,cancelled,297.54
1693,84,2025-12-27,returned,57.13
1694,497,2025-11-28,cancelled,111.94
1695,433,2025-10-14,cancelled,451.91
1696,335,2025-09-23,completed,269.21
1697,985,2026-01-13,returned,221.95
1698,192,2026-02-27,cancelled,156.32
1699,778,2025-09-03,returned,473.58
1700,132,2025-07-26,returned,11.26
1701,147,2025-08-30,completed,217.12
1702,577,2025-07-06,completed,463.17
1703,929,2026-01-23,returned,130.48
1704,939,2025-07-12,cancelled,455.18
1705,127,2025-10-07,completed,208.93
1706,852,2026-01-26,completed,428.34
1707,639,2026-01-19,cancelled,179.68
1708,665,2026-04-17,completed,44.82
1709,278,2025-08-04,returned,334.65
1710,675,2026-05-31,cancelled,257.11
1711,879,2025-07-29,completed,208.87
1712,87,2025-11-21,completed,317.74
1713,518,2026-04-18,completed,62.16
1714,933,2026-03-17,completed,85.78
1715,70,2025-09-03,returned,308.58
1716,840,2026-05-05,completed,404.11
1717,867,2026-03-16,completed,284.36
1718,429,2025-08-12,completed,412.69
1719,916,2026-01-17,returned,42.24
1720,625,2025-11-21,completed,69.75
1721,422,2026-04-07,returned,162.66
1722,837,2026-06-17,cancelled,78.76
1723,740,2025-11-12,completed,321.65
1724,484,2026-01-15,completed,17.52
1725,970,2025-08-22,cancelled,37.29
1726,273,2026-05-11,cancelled,204.76
1727,737,2026-06-06,returned,477.98
1728,647,2025-07-09,returned,276.38
1729,893,2026-03-28,completed,280.25
1730,754,2025-07-01,returned,222.08
1731,450,2026-03-07,completed,468.35
1732,552,2025-11-30,completed,64.34
1733,196,2026-06-26,cancelled,328.92
1734,625,2025-09-19,returned,491.14
1735,86,2025-11-12,cancelled,371.92
1736,994,2026-03-01,returned,367.19
1737,184,2025-11-21,returned,12.81
1738,886,2025-09-17,returned,202.85
1739,239,2026-01-15,completed,123.42
1740,905,2025-10-26,returned,59.1
1741,792,2026-01-19,completed,403.28
1742,892,2025-09-03,cancelled,422.67
1743,626,2026-04-03,cancelled,136.74
1744,104,2025-12-17,cancelled,30.6
1745,879,2026-02-16,cancelled,146.14
1746,371,2026-04-29,cancelled,207.95
1747,991,2025-09-27,completed,150.98
1748,787,2026-02-24,completed,178.5
1749,925,2026-06-12,returned,468.92
1750,408,2026-03-20,cancelled,369.0
1751,345,2025-09-14,completed,438.56
1752,147,2025-12-07,returned,239.43
1753,696,2025-09-12,completed,382.93
1754,266,2026-04-25,returned,148.4
1755,197,2026-04-16,completed,301.37
1756,433,2025-07-03,returned,79.05
1757,766,2025-12-21,completed,282.27
1758,619,2025-11-01,returned,216.09
1759,636,2026-05-07,completed,152.32
1760,189,2026-01-21,returned,193.02
1761,732,2026-01-29,returned,92.14
1762,425,2025-10-15,returned,301.98
1763,659,2026-05-11,cancelled,338.94
1764,295,2025-10-11,completed,409.93
1765,762,2025-08-22,returned,487.29
1766,258,2026-02-05,returned,314.13
1767,903,2026-01-03,cancelled,156.48
1768,86,2026-04-20,cancelled,332.56
1769,523,2025-06-30,completed,71.36
1770,594,2025-10-18,cancelled,479.18
1771,848,2026-06-14,cancelled,469.9
1772,79,2025-07-08,returned,354.02
1773,175,2026-01-12,completed,257.33
1774,470,2025-07-04,returned,246.15
1775,622,2026-05-24,returned,352.9
1776,786,2025-11-16,completed,463.24
1777,718,2025-09-15,completed,265.41
1778,835,2026-05-07,completed,193.47
1779,403,2026-06-06,returned,417.53
1780,635,2025-09-15,returned,98.61
1781,233,2026-02-24,completed,333.18
1782,274,2025-10-23,completed,390.87
1783,269,2025-08-12,returned,292.13
1784,600,2025-12-27,completed,194.68
1785,937,2026-02-27,returned,450.62
1786,381,2026-05-12,completed,457.06
1787,163,2026-06-16,returned,296.89
1788,480,2026-03-29,returned,130.82
1789,225,2026-04-30,cancelled,96.93
1790,670,2026-03-29,returned,439.09
1791,967,2026-05-12,cancelled,158.16
1792,664,2026-05-13,returned,51.24
1793,774,2025-11-24,cancelled,282.57
1794,695,2025-07-27,cancelled,44.14
1795,131,2026-04-29,completed,463.8
1796,712,2025-12-22,completed,117.46
1797,343,2025-10-22,returned,448.06
1798,573,2025-08-09,completed,94.31
1799,92,2025-12-09,returned,186.75
1800,441,2025-09-30,cancelled,56.28
1801,50,2026-04-23,cancelled,154.86
1802,151,2025-10-24,returned,14.51
1803,16,2025-12-01,returned,26.35
1804,443,2026-04-02,cancelled,347.3
1805,877,2025-10-15,completed,345.54
1806,931,2026-04-15,returned,271.57
1807,531,2026-03-08,completed,257.33
1808,564,2025-12-17,completed,385.12
1809,492,2025-07-11,cancelled,264.65
1810,310,2026-05-21,completed,361.5
1811,179,2025-10-31,completed,281.31
1812,534,2025-12-10,returned,273.52
1813,37,2025-08-03,completed,82.43
1814,513,2026-03-26,cancelled,160.82
1815,907,2026-03-04,returned,402.42
1816,352,2025-07-23,returned,310.84
1817,989,2025-07-24,cancelled,452.0
1818,717,2025-09-22,cancelled,335.32
1819,277,2025-07-18,returned,155.71
1820,428,2025-08-30,completed,492.83
1821,261,2025-09-25,cancelled,215.54
1822,172,2026-01-11,cancelled,166.03
1823,402,2026-03-02,completed,241.8
1824,337,2026-04-16,returned,95.34
1825,796,2025-08-16,returned,396.97
1826,458,2025-12-03,cancelled,259.43
1827,450,2026-06-18,cancelled,307.04
1828,727,2025-12-31,returned,376.28
1829,61,2025-07-16,returned,337.33
1830,520,2026-05-07,cancelled,362.59
1831,3,2026-06-22,cancelled,376.14
1832,885,2025-12-29,completed,266.04
1833,561,2026-02-22,completed,208.76
1834,710,2025-10-10,returned,143.5
1835,271,2025-10-28,cancelled,427.17
1836,435,2026-06-07,cancelled,492.75
1837,147,2026-06-06,completed,235.61
1838,927,2025-12-06,returned,88.61
1839,650,2026-05-17,returned,195.23
1840,639,2026-01-14,completed,348.67
1841,308,2026-03-08,returned,82.12
1842,427,2025-07-27,completed,399.64
1843,906,2025-11-16,cancelled,194.34
1844,71,2026-04-01,completed,448.98
1845,888,2026-04-19,completed,255.19
1846,512,2026-02-05,cancelled,223.37
1847,996,2025-09-02,completed,411.0
1848,179,2025-11-23,completed,80.72
1849,164,2026-05-13,cancelled,192.61
1850,477,2025-06-29,cancelled,494.07
1851,241,2025-11-05,returned,391.18
1852,926,2025-11-15,completed,294.1
1853,115,2025-08-07,completed,202.04
1854,622,2025-08-23,completed,277.71
1855,334,2025-07-20,returned,66.85
1856,825,2026-03-23,completed,81.08
1857,149,2025-09-15,returned,186.71
1858,654,2025-11-19,cancelled,199.74
1859,913,2025-11-27,cancelled,48.6
1860,458,2025-09-21,cancelled,356.66
1861,995,2026-03-18,cancelled,244.14
1862,658,2026-03-13,cancelled,422.5
1863,670,2025-07-13,cancelled,92.62
1864,301,2025-11-04,completed,280.01
1865,488,2025-12-19,cancelled,135.34
1866,268,2025-12-25,returned,383.11
1867,535,2025-12-21,cancelled,278.91
1868,820,2025-12-08,completed,239.89
1869,144,2025-12-10,returned,239.64
1870,338,2026-05-31,completed,16.36
1871,486,2026-03-27,returned,358.12
1872,691,2025-12-05,cancelled,373.03
1873,837,2026-01-06,cancelled,225.42
1874,866,2026-03-24,completed,459.61
1875,836,2026-02-10,completed,312.61
1876,828,2026-04-18,completed,177.4
1877,562,2026-03-20,returned,44.68
1878,109,2026-01-30,cancelled,220.48
1879,598,2026-05-13,cancelled,351.65
1880,299,2025-10-24,cancelled,413.62
1881,197,2026-04-18,completed,204.27
1882,602,2026-06-18,completed,92.35
1883,33,2025-09-01,cancelled,231.1
1884,83,2026-01-07,returned,301.0
1885,28,2026-03-23,returned,474.69
1886,11,2026-01-11,cancelled,198.45
1887,373,2026-02-27,cancelled,293.2
1888,574,2025-11-03,returned,138.94
1889,525,2025-11-20,returned,206.4
1890,750,2026-02-14,cancelled,271.3
1891,569,2025-07-01,cancelled,174.96
1892,231,2026-02-21,completed,427.82
1893,772,2026-05-16,completed,236.99
1894,83,2026-04-27,completed,57.06
1895,21,2025-11-27,cancelled,134.26
1896,719,2026-05-27,returned,198.75
1897,281,2025-07-30,cancelled,89.51
1898,412,2025-09-12,cancelled,40.16
1899,606,2025-07-17,returned,190.53
1900,201,2025-10-23,completed,207.3
1901,547,2025-10-06,completed,401.89
1902,303,2026-01-11,returned,339.95
1903,624,2025-09-02,returned,494.33
1904,729,2026-06-15,returned,427.8
1905,207,2025-08-06,returned,113.13
1906,507,2025-09-14,completed,207.68
1907,727,2025-12-13,returned,16.19
1908,338,2026-05-23,cancelled,190.24
1909,948,2026-03-18,cancelled,426.69
1910,372,2026-01-20,completed,476.81
1911,954,2026-04-10,completed,57.75
1912,735,2026-06-07,cancelled,369.77
1913,301,2026-05-29,completed,330.05
1914,329,2025-06-30,completed,286.71
1915,726,2025-10-16,returned,468.59
1916,782,2025-08-07,completed,224.09
1917,376,2026-03-31,completed,342.07
1918,769,2026-02-07,returned,433.37
1919,841,2025-07-16,cancelled,20.38
1920,514,2025-09-17,completed,201.58
1921,281,2026-03-18,completed,184.95
1922,28,2025-09-04,cancelled,346.15
1923,73,2025-06-29,cancelled,402.13
1924,507,2026-02-13,cancelled,474.27
1925,513,2025-08-21,cancelled,172.91
1926,237,2026-03-17,cancelled,368.79
1927,685,2025-10-28,completed,366.45
1928,794,2025-09-11,completed,239.38
1929,607,2026-02-04,cancelled,200.49
1930,894,2026-01-02,cancelled,413.94
1931,672,2026-06-02,cancelled,239.45
1932,883,2026-01-07,returned,64.53
1933,281,2025-10-20,returned,171.9
1934,617,2026-01-10,cancelled,411.88
1935,436,2026-06-24,cancelled,105.88
1936,745,2025-10-15,cancelled,455.87
1937,506,2026-05-30,returned,272.83
1938,745,2026-04-18,completed,36.51
1939,711,2025-07-04,returned,227.59
1940,624,2025-08-15,cancelled,137.52
1941,862,2025-09-01,completed,82.18
1942,975,2025-12-18,completed,242.19
1943,731,2025-12-30,cancelled,472.06
1944,415,2026-01-23,cancelled,423.43
1945,537,2025-12-25,cancelled,376.58
1946,90,2025-08-01,returned,131.85
1947,47,2026-04-03,cancelled,472.8
1948,877,2026-05-27,cancelled,100.95
1949,428,2025-09-12,returned,236.87
1950,602,2026-01-23,returned,315.89
1951,50,2025-07-15,completed,44.33
1952,645,2026-05-31,returned,420.03
1953,265,2025-09-07,completed,326.19
1954,542,2026-05-03,cancelled,159.59
1955,397,2025-08-14,completed,305.91
1956,750,2025-12-05,returned,220.2
1957,161,2026-05-13,completed,229.12
1958,380,2026-03-15,returned,321.59
1959,793,2026-02-16,returned,54.29
1960,602,2025-09-12,completed,231.41
1961,758,2025-09-11,completed,44.99
1962,448,2026-05-14,cancelled,495.0
1963,670,2025-09-27,completed,439.2
1964,953,2026-01-28,cancelled,358.54
1965,509,2026-06-08,returned,498.09
1966,23,2026-03-24,completed,79.5
1967,241,2026-06-24,cancelled,468.05
1968,827,2026-06-26,completed,11.24
1969,416,2025-12-19,cancelled,241.14
1970,984,2025-12-12,cancelled,282.58
1971,776,2025-12-04,completed,319.52
1972,277,2025-12-20,returned,299.52
1973,479,2025-12-06,completed,12.05
1974,248,2026-02-01,completed,154.5
1975,689,2025-11-18,completed,286.98
1976,686,2025-08-25,returned,340.14
1977,219,2025-11-06,completed,263.23
1978,498,2025-08-22,returned,366.52
1979,491,2026-02-07,returned,384.66
1980,46,2025-08-16,cancelled,344.01
1981,494,2025-07-04,completed,161.68
1982,167,2025-10-16,cancelled,422.62
1983,924,2026-03-07,cancelled,424.45
1984,485,2025-07-17,returned,50.77
1985,309,2026-04-11,returned,40.47
